Path,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,Label
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/26/CVE-2011-1477/CVE_2011_1477_PATCHED_opl3_setup_voice.c']
","3
","0
","0
","0
","3
","0
","2
","10
","11
","46
","0
","1
","2
","1
","5
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/26/CVE-2011-1477/CVE_2011_1477_VULN_opl3_panning.c']
","1
","0
","0
","0
","3
","0
","0
","1
","1
","8
","0
","0
","0
","0
","0
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/26/CVE-2011-1477/CVE_2011_1477_VULN_opl3_setup_voice.c']
","1
","0
","0
","0
","3
","0
","0
","9
","10
","48
","0
","0
","0
","0
","0
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/26/CVE-2011-1493/CVE_2011_1493_PATCHED_rose_parse_national.c']
","30
","2
","1
","2
","3
","0
","16
","15
","15
","114
","1
","10
","14
","8
","20
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/26/CVE-2011-1493/CVE_2011_1493_VULN_rose_parse_national.c']
","28
","2
","1
","2
","3
","0
","14
","13
","13
","114
","4
","9
","11
","8
","15
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/26/CVE-2011-1493/CVE_2011_1493_PATCHED_rose_parse_national.c']
","30
","2
","1
","2
","3
","0
","16
","15
","15
","114
","1
","10
","14
","8
","20
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/26/CVE-2011-1493/CVE_2011_1493_VULN_rose_parse_national.c']
","28
","2
","1
","2
","3
","0
","14
","13
","13
","114
","4
","9
","11
","8
","15
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/26/CVE-2011-1573/CVE_2011_1573_PATCHED_sctp_make_init.c']
","3280
","0
","0
","0
","4
","0
","16
","24
","25
","78
","4
","2
","7
","2
","14
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/26/CVE-2011-1573/CVE_2011_1573_PATCHED_sctp_make_init_ack.c']
","25761
","0
","0
","0
","4
","0
","20
","36
","36
","98
","4
","2
","18
","7
","20
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/26/CVE-2011-1573/CVE_2011_1573_VULN_sctp_make_init.c']
","3280
","0
","0
","0
","4
","0
","16
","24
","25
","78
","4
","2
","7
","2
","14
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/26/CVE-2011-1573/CVE_2011_1573_VULN_sctp_make_init_ack.c']
","25761
","0
","0
","0
","4
","0
","20
","36
","36
","98
","4
","2
","18
","7
","20
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/26/CVE-2011-1581/CVE_2011_1581_PATCHED_bond_select_queue.c']
","3
","1
","0
","1
","2
","0
","1
","3
","3
","14
","1
","2
","2
","2
","6
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/26/CVE-2011-1581/CVE_2011_1581_VULN_bond_select_queue.c']
","1
","0
","0
","0
","2
","0
","0
","1
","1
","14
","0
","0
","0
","0
","0
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/26/CVE-2011-1592/CVE_2011_1592_PATCHED_dissect_nfs_clientaddr4.c']
","5
","0
","0
","0
","3
","0
","7
","0
","0
","48
","1
","4
","4
","3
","15
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/26/CVE-2011-1592/CVE_2011_1592_VULN_dissect_nfs_clientaddr4.c']
","5
","0
","0
","0
","3
","0
","7
","0
","0
","48
","1
","4
","4
","3
","15
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1184/CVE_2012_1184_PATCHED_ast_parse_digest.c']
","58
","2
","1
","2
","4
","0
","20
","19
","19
","74
","3
","7
","18
","7
","32
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1184/CVE_2012_1184_VULN_ast_parse_digest.c']
","98
","5
","4
","2
","4
","0
","34
","9
","9
","178
","9
","13
","28
","12
","28
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1583/CVE_2012_1583_PATCHED_xfrm6_tunnel_rcv.c']
","1
","0
","0
","0
","1
","0
","0
","2
","2
","30
","0
","0
","0
","0
","0
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1583/CVE_2012_1583_VULN_xfrm6_tunnel_rcv.c']
","1
","0
","0
","0
","1
","0
","0
","2
","2
","30
","0
","0
","0
","0
","0
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1594/CVE_2012_1594_PATCHED_dissect_rsn_ie.c']
","18
","3
","0
","1
","4
","0
","10
","0
","0
","96
","1
","2
","4
","6
","8
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1594/CVE_2012_1594_PATCHED_dissect_vendor_ie_wpawme.c']
","11
","3
","0
","1
","5
","0
","6
","0
","0
","108
","4
","4
","3
","3
","9
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1594/CVE_2012_1594_VULN_dissect_rsn_ie.c']
","18
","3
","0
","1
","4
","0
","10
","0
","0
","96
","2
","2
","4
","6
","8
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1594/CVE_2012_1594_VULN_dissect_vendor_ie_wpawme.c']
","11
","3
","0
","1
","5
","0
","6
","0
","0
","108
","4
","4
","3
","3
","9
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1940/CVE_2012_1940_PATCHED_nsOverflowContinuationTracker__Finish.c']
","5
","1
","0
","1
","1
","0
","3
","7
","7
","48
","2
","3
","4
","2
","10
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1940/CVE_2012_1940_VULN_nsOverflowContinuationTracker__Finish.c']
","5
","1
","0
","1
","1
","0
","3
","8
","9
","42
","2
","3
","4
","4
","11
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1944/CVE_2012_1944_PATCHED_nsEventListenerManager__AddScriptEventListener.c']
","52
","0
","0
","0
","5
","0
","13
","15
","16
","55
","3
","4
","11
","2
","15
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1944/CVE_2012_1944_VULN_nsEventListenerManager__AddScriptEventListener.c']
","52
","0
","0
","0
","5
","0
","13
","15
","17
","59
","3
","4
","11
","2
","15
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1945/CVE_2012_1945_PATCHED_nsLocalFile__IsSymlink.c']
","3
","0
","0
","0
","1
","0
","2
","0
","0
","22
","0
","1
","2
","1
","4
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1945/CVE_2012_1945_VULN_nsLocalFile__IsSymlink.c']
","3
","0
","0
","0
","1
","0
","2
","0
","0
","22
","0
","1
","2
","1
","4
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1946/CVE_2012_1946_PATCHED_nsGenericHTMLElement__SetOuterHTML.c']
","6
","0
","0
","0
","1
","0
","7
","14
","17
","20
","1
","2
","5
","4
","8
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1946/CVE_2012_1946_VULN_nsGenericHTMLElement__SetOuterHTML.c']
","6
","0
","0
","0
","1
","0
","7
","14
","15
","28
","1
","2
","5
","4
","8
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1947/CVE_2012_1947_PATCHED_nsNativeCharsetConverter__UnicodeToNative.c']
","12
","1
","0
","1
","4
","0
","9
","0
","0
","123
","4
","5
","8
","4
","9
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1947/CVE_2012_1947_VULN_nsNativeCharsetConverter__UnicodeToNative.c']
","12
","1
","0
","1
","4
","0
","9
","0
","0
","123
","4
","5
","8
","4
","9
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1955/CVE_2012_1955_PATCHED_nsDocShell__AddState.c']
","2970
","0
","0
","0
","5
","0
","26
","30
","30
","61
","4
","4
","20
","4
","33
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1955/CVE_2012_1955_VULN_nsDocShell__AddState.c']
","1485
","0
","0
","0
","5
","0
","25
","30
","30
","61
","7
","4
","20
","4
","32
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1956/CVE_2012_1956_PATCHED_nsJSContext__ClearScope.c']
","100
","0
","0
","0
","2
","0
","8
","2
","2
","31
","4
","3
","6
","3
","23
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1956/CVE_2012_1956_VULN_nsJSContext__ClearScope.c']
","100
","0
","0
","0
","2
","0
","8
","2
","2
","27
","4
","3
","6
","3
","19
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1958/CVE_2012_1958_PATCHED_nsFocusManager__WindowHidden.c']
","450
","0
","0
","0
","1
","0
","14
","20
","23
","21
","4
","3
","8
","4
","12
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1958/CVE_2012_1958_VULN_nsFocusManager__WindowHidden.c']
","450
","0
","0
","0
","1
","0
","14
","20
","23
","29
","4
","3
","8
","4
","12
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1960/CVE_2012_1960_PATCHED_build_input_gamma_table.c']
","6
","0
","0
","0
","1
","0
","8
","8
","8
","28
","1
","4
","5
","4
","6
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1960/CVE_2012_1960_PATCHED_clamp_float.c']
","3
","0
","0
","0
","1
","0
","4
","0
","0
","0
","1
","2
","2
","2
","1
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1960/CVE_2012_1960_PATCHED_compute_curve_gamma_table_type1.c']
","2
","1
","0
","1
","2
","0
","0
","0
","0
","4
","0
","1
","1
","1
","1
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1960/CVE_2012_1960_PATCHED_compute_curve_gamma_table_type_parametric.c']
","18
","1
","0
","1
","3
","0
","12
","0
","0
","26
","2
","5
","5
","5
","3
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1960/CVE_2012_1960_PATCHED_lut_interp_linear.c']
","1
","0
","0
","0
","3
","0
","0
","0
","0
","20
","0
","0
","0
","0
","0
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1960/CVE_2012_1960_VULN_build_input_gamma_table.c']
","6
","0
","0
","0
","1
","0
","8
","8
","8
","28
","1
","4
","5
","4
","6
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1960/CVE_2012_1960_VULN_clamp_float.c']
","3
","0
","0
","0
","1
","0
","4
","0
","0
","0
","1
","2
","2
","2
","1
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1960/CVE_2012_1960_VULN_compute_curve_gamma_table_type1.c']
","2
","1
","0
","1
","2
","0
","0
","0
","0
","4
","0
","1
","1
","1
","1
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1960/CVE_2012_1960_VULN_compute_curve_gamma_table_type_parametric.c']
","18
","1
","0
","1
","3
","0
","12
","0
","0
","18
","2
","5
","5
","5
","3
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1960/CVE_2012_1960_VULN_lut_interp_linear.c']
","1
","0
","0
","0
","3
","0
","0
","0
","0
","20
","0
","0
","0
","0
","0
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1961/CVE_2012_1961_PATCHED_nsDSURIContentListener__CheckFrameOptions.c']
","8
","1
","0
","1
","1
","0
","6
","3
","3
","8
","1
","4
","7
","1
","11
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1961/CVE_2012_1961_VULN_nsDSURIContentListener__CheckFrameOptions.c']
","21
","1
","0
","1
","1
","0
","15
","11
","12
","24
","7
","4
","14
","3
","24
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1963/CVE_2012_1963_PATCHED_CSPService__AsyncOnChannelRedirect.c']
","15
","0
","0
","0
","4
","0
","8
","8
","8
","19
","0
","1
","7
","2
","6
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1963/CVE_2012_1963_PATCHED_CSPService__ShouldLoad.c']
","5
","0
","0
","0
","7
","0
","5
","6
","6
","34
","1
","2
","4
","1
","4
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1963/CVE_2012_1963_VULN_CSPService__AsyncOnChannelRedirect.c']
","15
","0
","0
","0
","4
","0
","8
","7
","7
","19
","0
","1
","7
","2
","6
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1963/CVE_2012_1963_VULN_CSPService__ShouldLoad.c']
","5
","0
","0
","0
","7
","0
","5
","6
","6
","34
","1
","2
","4
","1
","4
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1967/CVE_2012_1967_PATCHED_xpc_EvalInSandbox.c']
","378
","0
","0
","0
","8
","0
","25
","15
","15
","96
","6
","5
","18
","3
","34
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1967/CVE_2012_1967_VULN_xpc_EvalInSandbox.c']
","1422
","0
","0
","0
","8
","0
","28
","19
","19
","116
","8
","5
","21
","4
","38
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1973/CVE_2012_1973_VULN_nsObjectLoadingContent__LoadObject.c']
","6125
","0
","0
","0
","4
","0
","40
","23
","24
","46
","10
","4
","37
","8
","44
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1976/CVE_2012_1976_PATCHED_nsHTMLFormElement__WalkFormElements.c']
","4
","3
","0
","1
","1
","0
","0
","4
","7
","22
","0
","1
","1
","3
","2
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/27/CVE-2012-1976/CVE_2012_1976_VULN_nsHTMLFormElement__WalkFormElements.c']
","2
","1
","0
","1
","1
","0
","0
","2
","3
","18
","0
","1
","1
","1
","2
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3962/CVE_2012_3962_PATCHED_nsTextFrame__IsFloatingFirstLetterChild.c']
","1
","0
","0
","0
","0
","0
","0
","3
","4
","14
","0
","0
","0
","0
","0
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3962/CVE_2012_3962_VULN_nsTextFrame__IsFloatingFirstLetterChild.c']
","3
","0
","0
","0
","0
","0
","2
","3
","4
","14
","0
","1
","2
","1
","6
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3964/CVE_2012_3964_PATCHED_ClearAllTextRunReferences.c']
","7
","2
","0
","1
","4
","0
","3
","10
","10
","24
","2
","2
","2
","4
","5
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3964/CVE_2012_3964_PATCHED_ClearTextRuns.c']
","2
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","1
","1
","1
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3964/CVE_2012_3964_PATCHED_RemoveInFlows.c']
","6
","0
","0
","0
","2
","0
","4
","17
","17
","50
","1
","2
","2
","2
","3
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3964/CVE_2012_3964_PATCHED_nsTextFrame__ClearTextRun.c']
","3
","0
","0
","0
","2
","0
","2
","2
","2
","18
","0
","1
","2
","2
","4
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3964/CVE_2012_3964_PATCHED_nsTextFrame__SetLength.c']
","49
","3
","0
","1
","3
","0
","13
","28
","32
","71
","6
","3
","15
","10
","33
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3964/CVE_2012_3964_VULN_ClearAllTextRunReferences.c']
","7
","2
","0
","1
","4
","0
","3
","10
","10
","24
","2
","2
","2
","4
","5
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3964/CVE_2012_3964_VULN_ClearTextRuns.c']
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3964/CVE_2012_3964_VULN_RemoveInFlows.c']
","2
","0
","0
","0
","2
","0
","2
","15
","15
","48
","0
","1
","1
","1
","1
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3964/CVE_2012_3964_VULN_nsTextFrame__ClearTextRun.c']
","3
","0
","0
","0
","2
","0
","2
","2
","2
","18
","0
","1
","2
","2
","3
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3964/CVE_2012_3964_VULN_nsTextFrame__SetLength.c']
","49
","3
","0
","1
","3
","0
","13
","28
","32
","71
","6
","3
","15
","10
","33
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3969/CVE_2012_3969_PATCHED_nsSVGFEMorphologyElement__Filter.c']
","10
","6
","2
","5
","4
","0
","3
","8
","11
","90
","2
","6
","9
","3
","19
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3969/CVE_2012_3969_VULN_nsSVGFEMorphologyElement__Filter.c']
","10
","6
","2
","5
","4
","0
","3
","8
","11
","90
","2
","6
","9
","3
","19
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3972/CVE_2012_3972_PATCHED_txFormatNumberFunctionCall__evaluate.c']
","1153
","4
","0
","1
","2
","0
","58
","43
","47
","68
","18
","7
","44
","13
","39
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3972/CVE_2012_3972_VULN_txFormatNumberFunctionCall__evaluate.c']
","1153
","4
","0
","1
","2
","0
","58
","43
","47
","68
","18
","7
","44
","13
","39
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3975/CVE_2012_3975_PATCHED_nsDOMParser__ParseFromString.c']
","3
","0
","0
","0
","3
","0
","2
","1
","1
","16
","0
","1
","2
","1
","4
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3975/CVE_2012_3975_PATCHED_nsDOMParser__SetUpDocument.c']
","16
","0
","0
","0
","6
","0
","4
","6
","6
","106
","0
","1
","1
","1
","8
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3975/CVE_2012_3975_VULN_nsDOMParser__ParseFromString.c']
","4
","0
","0
","0
","3
","0
","3
","3
","3
","16
","1
","2
","3
","1
","6
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3975/CVE_2012_3975_VULN_nsDOMParser__SetUpDocument.c']
","2
","0
","0
","0
","2
","0
","1
","0
","0
","10
","0
","1
","1
","1
","1
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3976/CVE_2012_3976_PATCHED_nsDocLoader__FireOnLocationChange.c']
","5
","1
","0
","1
","4
","0
","3
","4
","4
","26
","2
","3
","3
","1
","7
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3976/CVE_2012_3976_PATCHED_nsSecureBrowserUIImpl__OnLocationChange.c']
","24
","0
","0
","0
","4
","0
","6
","2
","2
","19
","1
","2
","3
","1
","10
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3976/CVE_2012_3976_VULN_nsDocLoader__FireOnLocationChange.c']
","5
","1
","0
","1
","4
","0
","3
","4
","4
","26
","2
","2
","3
","1
","7
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3976/CVE_2012_3976_VULN_nsSecureBrowserUIImpl__OnLocationChange.c']
","24
","0
","0
","0
","4
","0
","6
","2
","2
","19
","1
","2
","3
","1
","10
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3979/CVE_2012_3979_PATCHED_Dump.c']
","4
","0
","0
","0
","3
","0
","3
","0
","0
","35
","0
","1
","3
","1
","3
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3979/CVE_2012_3979_PATCHED_nsFrameMessageManager__Dump.c']
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3979/CVE_2012_3979_VULN_Dump.c']
","4
","0
","0
","0
","3
","0
","3
","0
","0
","35
","0
","1
","3
","1
","3
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-3979/CVE_2012_3979_VULN_nsFrameMessageManager__Dump.c']
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-4184/CVE_2012_4184_PATCHED_ChromeObjectWrapper__get.c']
","3
","0
","0
","0
","5
","0
","2
","1
","1
","30
","0
","1
","2
","2
","9
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-4184/CVE_2012_4184_PATCHED_ChromeObjectWrapper__getPropertyDescriptor.c']
","3
","0
","0
","0
","5
","0
","2
","2
","2
","26
","0
","1
","2
","2
","9
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-4184/CVE_2012_4184_PATCHED_ChromeObjectWrapper__has.c']
","4
","0
","0
","0
","4
","0
","3
","0
","0
","41
","0
","1
","3
","2
","9
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-4184/CVE_2012_4184_VULN_ChromeObjectWrapper__get.c']
","4
","0
","0
","0
","5
","0
","3
","1
","1
","30
","0
","1
","3
","2
","11
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-4184/CVE_2012_4184_VULN_ChromeObjectWrapper__getPropertyDescriptor.c']
","3
","0
","0
","0
","5
","0
","2
","2
","2
","26
","0
","1
","2
","2
","9
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-4184/CVE_2012_4184_VULN_ChromeObjectWrapper__has.c']
","4
","0
","0
","0
","4
","0
","3
","0
","0
","41
","0
","1
","3
","2
","11
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-4186/CVE_2012_4186_PATCHED_nsWaveReader__LoadFormatChunk.c']
","15
","0
","0
","0
","0
","0
","11
","5
","7
","35
","3
","3
","10
","3
","20
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-4186/CVE_2012_4186_VULN_nsWaveReader__LoadFormatChunk.c']
","15
","0
","0
","0
","0
","0
","11
","5
","7
","29
","3
","3
","10
","3
","19
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-4190/CVE_2012_4190_PATCHED_ft_module_get_service.c']
","13
","1
","0
","1
","2
","0
","6
","16
","21
","40
","2
","6
","7
","3
","16
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-4190/CVE_2012_4190_VULN_ft_module_get_service.c']
","13
","1
","0
","1
","2
","0
","6
","15
","20
","40
","2
","6
","7
","3
","16
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-4204/CVE_2012_4204_PATCHED_str_unescape.c']
","36
","1
","0
","1
","3
","0
","14
","2
","2
","50
","9
","4
","14
","6
","17
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-4204/CVE_2012_4204_VULN_str_unescape.c']
","36
","1
","0
","1
","3
","0
","14
","2
","2
","50
","9
","4
","14
","6
","17
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-4207/CVE_2012_4207_PATCHED_nsHZToUnicode__ConvertNoBuff.c']
","13
","1
","0
","1
","4
","0
","13
","0
","0
","126
","6
","6
","10
","4
","14
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-4207/CVE_2012_4207_VULN_nsHZToUnicode__ConvertNoBuff.c']
","13
","1
","0
","1
","4
","0
","13
","0
","0
","126
","6
","6
","10
","4
","14
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/28/CVE-2012-4287/CVE_2012_4287_PATCHED_dissect_bson_document.c']
","344
","1
","0
","1
","6
","0
","4
","0
","0
","71
","0
","2
","3
","3
","7
",0
